id,ppoint_dh,lon_bd,lat_bd,ppoint_type,insert_time,onlyId
f0593d42479440369c0e26194a90cc9b,KSTC028YS038,20534.347000000067,77540.18400000036,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20534.347|410077540.184KSTC028YS038
148f036961954c8387642f6bd4cd7f43,KSTC035WS055,20642.249200000428,77646.46010000072,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20642.2492|410077646.4601KSTC035WS055
437aa410e52c437686ca81f98bd9ce06,KSTC035YS003,20642.259999999776,77647.06000000052,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20642.26|410077647.06KSTC035YS003
4c7ae5754dfc46cc9511d5e6382c53f9,KSTC037WS032,16612.526300000027,80094.85539999977,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16612.5263|410080094.8554KSTC037WS032
6ac5dffaaf72452f95832d161bae8b3d,KSTC037YS079,16612.941300000064,80097.95549999923,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16612.9413|410080097.9555KSTC037YS079
d25e7a4d73c74ddca5f066d71a415c55,KSTC037WS033,16625.505900000222,80097.39039999992,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16625.5059|410080097.3904KSTC037WS033
9acf549a7e1e4567a47008f892c054c6,KSTC037YS077,16625.539400000125,80100.70079999976,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16625.5394|410080100.7008KSTC037YS077
0a47640120404c5b932a50d3a5c61897,KSTC037WS034,16627.19809999969,80097.71309999935,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16627.1981|410080097.7131KSTC037WS034
9a2c8bfd2fa24a32ad1a7bc6691fc1a8,KSTC037YS077,16625.539400000125,80100.70079999976,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16625.5394|410080100.7008KSTC037YS077
56786fbb47a3420d889a2e5de3beee84,KSTC037WS045,16698.30709999986,80052.73650000058,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16698.3071|410080052.7365KSTC037WS045
10b1706e3c8a47a5bf687e4ec7b3e96e,KSTC037YS063,16697.00499999989,80054.40000000037,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16697.005|410080054.4KSTC037YS063
f5e5af6e507b48c0b8109907cdf0ab81,KSTC037WS046,16708.324000000022,80015.07200000063,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16708.324|410080015.072KSTC037WS046
5d35878d4df146d4b71c1a5f00d1ca62,KSTC037YS061,16709.343000000343,80016.55000000075,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16709.343|410080016.55KSTC037YS061
f5445cf0c3894d53a9335d826d71f16c,KSTC037WS049,16670.125599999912,79981.13450000063,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16670.1256|410079981.1345KSTC037WS049
19f955757a2847f6a91f2d6b882a5f51,KSTC037YS101,16670.559000000358,79979.34999999963,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16670.559|410079979.35KSTC037YS101
dab32a4b754e4cefb2aa3dbce701b2cb,KSTC053WS023,16642.51109999977,78057.82499999925,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16642.5111|410078057.825KSTC053WS023
02c53d71b30a416f93354fcc5e904eab,KSTC053YS124,16641.54040000029,78057.32159999944,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16641.5404|410078057.3216KSTC053YS124
eb64f87926674aaa964a40d8486a8ad4,KSTC053WS024,16638.172699999996,78002.27639999986,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16638.1727|410078002.2764KSTC053WS024
